user_id,product_id,interaction_type,timestamp
690bf0f2d0c3753df0ecbdd6,10866,purchase,2025-11-17T11:10:42.024000
690bf0f2d0c3753df0ecbe31,10019,like,2025-11-16T21:31:46.742000
690bf0f2d0c3753df0ecbe31,10225,purchase,2025-11-16T21:31:45.741000
690bf0f2d0c3753df0ecbdd5,10418,view,2025-11-16T21:31:45.740000
690bf0f2d0c3753df0ecbddd,10885,purchase,2025-11-16T21:31:45.740000
690bf0f2d0c3753df0ecbdd7,10678,view,2025-11-16T21:31:44.735000
690bf0f2d0c3753df0ecbec6,10443,like,2025-11-16T21:31:44.735000
690bf0f2d0c3753df0ecbdcf,10823,view,2025-11-16T21:31:44.735000
690bf0f2d0c3753df0ecbdd4,10074,view,2025-11-16T21:31:44.734000
690bf0f2d0c3753df0ecbeb2,10846,like,2025-11-16T21:31:43.735000
690bf0f2d0c3753df0ecbddd,10846,cart,2025-11-16T21:31:43.735000
690bf0f2d0c3753df0ecbeb7,10613,purchase,2025-11-16T21:31:43.735000
690bf0f2d0c3753df0ecbdd0,10360,cart,2025-11-16T21:31:42.735000
690bf0f2d0c3753df0ecbe5d,10993,like,2025-11-16T21:31:42.735000
690bf0f2d0c3753df0ecbdd5,10335,purchase,2025-11-16T21:31:42.735000
690bf0f2d0c3753df0ecbf46,10138,like,2025-11-16T21:31:42.735000
690bf0f2d0c3753df0ecbeec,10332,cart,2025-11-16T21:31:42.735000
690bf0f2d0c3753df0ecbecd,10395,like,2025-11-16T21:31:41.745000
690bf0f2d0c3753df0ecbe31,10727,like,2025-11-16T21:31:41.745000
690bf0f2d0c3753df0ecbf83,10317,like,2025-11-16T21:31:40.676000
690bf0f2d0c3753df0ecbe73,10125,purchase,2025-11-16T21:31:40.676000
690bf0f2d0c3753df0ecbdfb,10380,purchase,2025-11-16T21:31:40.676000
690bf0f2d0c3753df0ecbe0f,10717,purchase,2025-11-16T21:31:40.676000
690bf0f2d0c3753df0ecbde8,10170,view,2025-11-16T21:31:19.991000
690bf0f2d0c3753df0ecbdd1,10726,like,2025-11-16T21:31:19.739000
690bf0f2d0c3753df0ecbf83,10719,view,2025-11-16T21:31:19.094000
690bf0f2d0c3753df0ecbe4f,10585,like,2025-11-16T21:31:16.843000
690bf0f2d0c3753df0ecbf52,10115,purchase,2025-11-16T21:31:16.432000
690bf0f2d0c3753df0ecbe3b,10609,cart,2025-11-16T21:31:13.598000
690bf0f2d0c3753df0ecbe27,10609,view,2025-11-16T21:31:13.446000
690bf0f2d0c3753df0ecbdd2,10093,like,2025-11-16T21:31:12.093000
690bf0f2d0c3753df0ecbecd,10864,view,2025-11-16T21:31:11.690000
690bf0f2d0c3753df0ecbdd8,10852,purchase,2025-11-16T21:31:10.157000
690bf0f2d0c3753df0ecbdf9,10264,like,2025-11-16T21:31:09.292000
690bf0f3d0c3753df0ecbfca,10208,view,2025-11-16T21:31:07.038000
690bf0f2d0c3753df0ecbe0c,10665,cart,2025-11-16T21:31:04.495000
690bf0f2d0c3753df0ecbeec,10450,cart,2025-11-16T21:31:03.018000
690bf0f2d0c3753df0ecbdd3,10050,purchase,2025-11-16T21:31:00.939000
690bf0f2d0c3753df0ecbe73,10865,like,2025-11-16T21:30:58.552000
690bf0f2d0c3753df0ecbeb2,10238,cart,2025-11-16T21:30:56.414000
690bf0f3d0c3753df0ecbfa6,10664,like,2025-11-16T21:30:54.212000
690bf0f2d0c3753df0ecbe73,10200,view,2025-11-16T21:30:54.091000
690bf0f2d0c3753df0ecbdd7,10807,view,2025-11-16T21:30:53.393000
690bf0f2d0c3753df0ecbdd3,10209,view,2025-11-16T21:30:52.998000
690bf0f2d0c3753df0ecbf52,10494,view,2025-11-16T21:30:52.770000
690bf0f2d0c3753df0ecbecd,10236,view,2025-11-16T21:30:52.625000
690bf0f2d0c3753df0ecbdd5,10231,view,2025-11-16T21:30:50.539000
690bf0f2d0c3753df0ecbdd7,10244,view,2025-11-16T21:30:46.295000
690bf0f2d0c3753df0ecbdd5,10228,view,2025-11-16T21:30:41.918000
690bf0f3d0c3753df0ecbfbd,10022,cart,2025-11-16T21:30:41.863000
690bf0f2d0c3753df0ecbe59,10219,view,2025-11-16T21:30:38.768000
690bf0f2d0c3753df0ecbecd,10880,purchase,2025-11-16T21:30:35.134000
690bf0f2d0c3753df0ecbe27,10628,cart,2025-11-16T21:30:33.536000
690bf0f2d0c3753df0ecbdd3,10287,view,2025-11-16T21:30:33.290000
690bf0f2d0c3753df0ecbecc,10476,cart,2025-11-16T21:30:30.521000
690bf0f2d0c3753df0ecbeba,10476,like,2025-11-16T21:30:30.472000
690bf0f2d0c3753df0ecbdce,10449,cart,2025-11-16T21:30:30.037000
690bf0f2d0c3753df0ecbec6,10818,view,2025-11-16T21:30:26.256000
690bf0f3d0c3753df0ecbfca,10364,like,2025-11-16T21:30:24.541000
690bf0f2d0c3753df0ecbe0c,10791,purchase,2025-11-16T21:30:17.838000
690bf0f2d0c3753df0ecbf46,10102,purchase,2025-11-16T21:30:16.351000
690bf0f2d0c3753df0ecbe08,10754,cart,2025-11-16T21:30:15.735000
690bf0f2d0c3753df0ecbf52,10991,purchase,2025-11-16T21:30:13.785000
690bf0f2d0c3753df0ecbe3b,10192,cart,2025-11-16T21:30:13.257000
690bf0f2d0c3753df0ecbe59,10790,like,2025-11-16T21:30:07.573000
690bf0f2d0c3753df0ecbe27,10338,cart,2025-11-16T21:30:05.724000
690bf0f2d0c3753df0ecbdce,10314,view,2025-11-16T21:30:02.777000
690bf0f2d0c3753df0ecbe08,10777,cart,2025-11-16T21:30:02.090000
690bf0f3d0c3753df0ecbfca,10340,view,2025-11-16T21:30:00.117000
690bf0f2d0c3753df0ecbdce,10715,cart,2025-11-16T21:29:57.749000
690bf0f2d0c3753df0ecbdd3,10785,cart,2025-11-16T21:29:55.491000
690bf0f2d0c3753df0ecbeb2,10129,cart,2025-11-16T21:29:54
690bf0f2d0c3753df0ecbe08,10377,like,2025-11-16T21:29:52.023000
690bf0f2d0c3753df0ecbe80,10187,purchase,2025-11-16T21:29:50.638000
690bf0f2d0c3753df0ecbe80,10462,like,2025-11-16T21:29:48.240000
690bf0f2d0c3753df0ecbdfe,10491,cart,2025-11-16T21:29:47.396000
690bf0f3d0c3753df0ecbfbd,10465,view,2025-11-16T21:29:46.990000
690bf0f2d0c3753df0ecbdf9,10834,purchase,2025-11-16T21:29:46.380000
690bf0f2d0c3753df0ecbe0f,10205,cart,2025-11-16T21:29:45.632000
690bf0f2d0c3753df0ecbeea,10692,purchase,2025-11-16T21:29:44.314000
690bf0f2d0c3753df0ecbe86,10260,purchase,2025-11-16T21:29:39.987000
690bf0f2d0c3753df0ecbf83,10031,purchase,2025-11-16T21:29:37.843000
690bf0f2d0c3753df0ecbdd7,10452,purchase,2025-11-16T21:29:36.510000
690bf0f2d0c3753df0ecbe0e,10804,view,2025-11-16T21:29:34.729000
690bf0f2d0c3753df0ecbe80,10007,cart,2025-11-16T21:29:34.240000
690bf0f2d0c3753df0ecbdd5,10602,purchase,2025-11-16T21:29:32.249000
690bf0f2d0c3753df0ecbdd7,10857,purchase,2025-11-16T21:29:31.227000
690bf0f2d0c3753df0ecbe0c,10250,view,2025-11-16T21:29:30.640000
690bf0f2d0c3753df0ecbdd5,691a3ed79d25fccada266f89,purchase,2025-11-16T21:15:04.145000
690bf0f2d0c3753df0ecbdd5,691a3ed79d25fccada266f88,view,2025-11-16T21:15:04.088000
690bf0f2d0c3753df0ecbdd5,691a3eacc5ae82d7cc9a1b7a,purchase,2025-11-16T21:14:20.328000
690bf0f2d0c3753df0ecbdd5,691a3eacc5ae82d7cc9a1b79,view,2025-11-16T21:14:20.279000
690bf0f2d0c3753df0ecbdd5,691a3ea463e5d6bd2cd8c721,purchase,2025-11-16T21:14:12.324000
690bf0f2d0c3753df0ecbdd5,691a3ea463e5d6bd2cd8c720,view,2025-11-16T21:14:12.266000
690bf0f2d0c3753df0ecbdd6,10065,cart,2025-11-16T11:10:42.024000
690bf0f2d0c3753df0ecbdd3,10641,cart,2025-11-15T21:31:45.741000
690bf0f2d0c3753df0ecbdfe,10282,view,2025-11-15T21:31:45.740000
690bf0f2d0c3753df0ecbe59,10411,cart,2025-11-15T21:31:44.736000
690bf0f2d0c3753df0ecbecd,10883,purchase,2025-11-15T21:31:44.734000
690bf0f2d0c3753df0ecbdd4,10410,like,2025-11-15T21:31:44.734000
690bf0f2d0c3753df0ecbf52,10277,purchase,2025-11-15T21:31:43.735000
690bf0f2d0c3753df0ecbeb7,10305,cart,2025-11-15T21:31:43.735000
690bf0f2d0c3753df0ecbe80,10732,cart,2025-11-15T21:31:42.735000
690bf0f2d0c3753df0ecbf44,10992,purchase,2025-11-15T21:31:41.745000
690bf0f2d0c3753df0ecbec6,10501,cart,2025-11-15T21:31:41.745000
690bf0f2d0c3753df0ecbeba,10388,purchase,2025-11-15T21:31:41.744000
690bf0f2d0c3753df0ecbdd3,10372,cart,2025-11-15T21:31:41.744000
690bf0f2d0c3753df0ecbdd5,10114,purchase,2025-11-15T21:31:40.676000
690bf0f2d0c3753df0ecbeba,10317,like,2025-11-15T21:31:40.676000
690bf0f2d0c3753df0ecbeea,10183,purchase,2025-11-15T21:31:40.676000
690bf0f2d0c3753df0ecbecd,10987,purchase,2025-11-15T21:31:19.046000
690bf0f2d0c3753df0ecbf52,10060,purchase,2025-11-15T21:31:14.847000
690bf0f2d0c3753df0ecbe27,10051,cart,2025-11-15T21:31:11.053000
690bf0f2d0c3753df0ecbdd1,10801,like,2025-11-15T21:31:08.506000
690bf0f3d0c3753df0ecbfa6,10492,view,2025-11-15T21:31:07.980000
